SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Province/State_was_missing,ObservationDate_year,ObservationDate_month,ObservationDate_day,ObservationDate_day_of_week,Last Update_year,Last Update_month,Last Update_day,Last Update_day_of_week,Province/State_length,Province/State_word_count,Country/Region_length,Country/Region_word_count,SNo_binned,Confirmed_binned,Deaths_binned,Recovered_binned,ObservationDate_day_binned,Last Update_day_binned,Province/State_was_missing_encoded,ObservationDate_year_encoded,ObservationDate_month_encoded,ObservationDate_day_of_week_encoded,Last Update_year_encoded,Last Update_month_encoded,Last Update_day_of_week_encoded
1,2020-01-22,Anhui,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,5,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
2,2020-01-22,Beijing,Mainland China,2020-01-22 17:00:00,14.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,7,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
3,2020-01-22,Chongqing,Mainland China,2020-01-22 17:00:00,6.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,9,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
4,2020-01-22,Fujian,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,6,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
5,2020-01-22,Gansu,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,5,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
6,2020-01-22,Guangdong,Mainland China,2020-01-22 17:00:00,26.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,9,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
7,2020-01-22,Guangxi,Mainland China,2020-01-22 17:00:00,2.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,7,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
8,2020-01-22,Guizhou,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,7,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
9,2020-01-22,Hainan,Mainland China,2020-01-22 17:00:00,4.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,6,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
10,2020-01-22,Hebei,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,5,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
11,2020-01-22,Heilongjiang,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,12,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
12,2020-01-22,Henan,Mainland China,2020-01-22 17:00:00,5.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,5,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
13,2020-01-22,Hong Kong,Hong Kong,2020-01-22 17:00:00,0.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,9,2,9,2,0,0,0,0,3,3,0,0,0,0,0,0,0
14,2020-01-22,Hubei,Mainland China,2020-01-22 17:00:00,444.0,17.0,28.0,False,2020,1,22,2,2020,1,22,2,5,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
15,2020-01-22,Hunan,Mainland China,2020-01-22 17:00:00,4.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,5,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
16,2020-01-22,Inner Mongolia,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,14,2,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
17,2020-01-22,Jiangsu,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,7,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
18,2020-01-22,Jiangxi,Mainland China,2020-01-22 17:00:00,2.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,7,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
19,2020-01-22,Jilin,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,5,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
20,2020-01-22,Liaoning,Mainland China,2020-01-22 17:00:00,2.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,8,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
21,2020-01-22,Macau,Macau,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,5,1,5,1,0,0,0,0,3,3,0,0,0,0,0,0,0
22,2020-01-22,Ningxia,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,7,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
23,2020-01-22,Qinghai,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,7,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
24,2020-01-22,Shaanxi,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,7,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
25,2020-01-22,Shandong,Mainland China,2020-01-22 17:00:00,2.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,8,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
26,2020-01-22,Shanghai,Mainland China,2020-01-22 17:00:00,9.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,8,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
27,2020-01-22,Shanxi,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,6,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
28,2020-01-22,Sichuan,Mainland China,2020-01-22 17:00:00,5.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,7,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
29,2020-01-22,Taiwan,Taiwan,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,6,1,6,1,0,0,0,0,3,3,0,0,0,0,0,0,0
30,2020-01-22,Tianjin,Mainland China,2020-01-22 17:00:00,4.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,7,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
31,2020-01-22,Tibet,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,5,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
32,2020-01-22,Washington,US,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,10,1,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0
33,2020-01-22,Xinjiang,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,8,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
34,2020-01-22,Yunnan,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,6,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
35,2020-01-22,Zhejiang,Mainland China,2020-01-22 17:00:00,10.0,0.0,0.0,False,2020,1,22,2,2020,1,22,2,8,1,14,2,0,0,0,0,3,3,0,0,0,0,0,0,0
36,2020-01-22,Unknown,Japan,2020-01-22 17:00:00,2.0,0.0,0.0,True,2020,1,22,2,2020,1,22,2,7,1,5,1,0,0,0,0,3,3,1,0,0,0,0,0,0
37,2020-01-22,Unknown,Thailand,2020-01-22 17:00:00,2.0,0.0,0.0,True,2020,1,22,2,2020,1,22,2,7,1,8,1,0,0,0,0,3,3,1,0,0,0,0,0,0
38,2020-01-22,Unknown,South Korea,2020-01-22 17:00:00,1.0,0.0,0.0,True,2020,1,22,2,2020,1,22,2,7,1,11,2,0,0,0,0,3,3,1,0,0,0,0,0,0
39,2020-01-23,Anhui,Mainland China,2020-01-23 17:00:00,9.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,5,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
40,2020-01-23,Beijing,Mainland China,2020-01-23 17:00:00,22.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,7,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
41,2020-01-23,Chongqing,Mainland China,2020-01-23 17:00:00,9.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,9,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
42,2020-01-23,Fujian,Mainland China,2020-01-23 17:00:00,5.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,6,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
43,2020-01-23,Gansu,Mainland China,2020-01-23 17:00:00,2.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,5,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
44,2020-01-23,Guangdong,Mainland China,2020-01-23 17:00:00,32.0,0.0,2.0,False,2020,1,23,3,2020,1,23,3,9,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
45,2020-01-23,Guangxi,Mainland China,2020-01-23 17:00:00,5.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,7,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
46,2020-01-23,Guizhou,Mainland China,2020-01-23 17:00:00,3.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,7,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
47,2020-01-23,Hainan,Mainland China,2020-01-23 17:00:00,5.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,6,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
48,2020-01-23,Hebei,Mainland China,2020-01-23 17:00:00,1.0,1.0,0.0,False,2020,1,23,3,2020,1,23,3,5,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
49,2020-01-23,Heilongjiang,Mainland China,2020-01-23 17:00:00,2.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,12,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
50,2020-01-23,Henan,Mainland China,2020-01-23 17:00:00,5.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,5,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
51,2020-01-23,Hong Kong,Hong Kong,2020-01-23 17:00:00,2.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,9,2,9,2,0,0,0,0,3,3,0,0,0,1,0,0,1
52,2020-01-23,Hubei,Mainland China,2020-01-23 17:00:00,444.0,17.0,28.0,False,2020,1,23,3,2020,1,23,3,5,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
53,2020-01-23,Hunan,Mainland China,2020-01-23 17:00:00,9.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,5,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
54,2020-01-23,Inner Mongolia,Mainland China,2020-01-23 17:00:00,0.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,14,2,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
55,2020-01-23,Jiangsu,Mainland China,2020-01-23 17:00:00,5.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,7,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
56,2020-01-23,Jiangxi,Mainland China,2020-01-23 17:00:00,7.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,7,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
57,2020-01-23,Jilin,Mainland China,2020-01-23 17:00:00,1.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,5,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
58,2020-01-23,Liaoning,Mainland China,2020-01-23 17:00:00,3.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,8,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
59,2020-01-23,Macau,Macau,2020-01-23 17:00:00,2.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,5,1,5,1,0,0,0,0,3,3,0,0,0,1,0,0,1
60,2020-01-23,Ningxia,Mainland China,2020-01-23 17:00:00,1.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,7,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
61,2020-01-23,Qinghai,Mainland China,2020-01-23 17:00:00,0.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,7,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
62,2020-01-23,Shaanxi,Mainland China,2020-01-23 17:00:00,3.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,7,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
63,2020-01-23,Shandong,Mainland China,2020-01-23 17:00:00,6.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,8,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
64,2020-01-23,Shanghai,Mainland China,2020-01-23 17:00:00,16.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,8,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
65,2020-01-23,Shanxi,Mainland China,2020-01-23 17:00:00,1.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,6,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
66,2020-01-23,Sichuan,Mainland China,2020-01-23 17:00:00,8.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,7,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
67,2020-01-23,Taiwan,Taiwan,2020-01-23 17:00:00,1.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,6,1,6,1,0,0,0,0,3,3,0,0,0,1,0,0,1
68,2020-01-23,Tianjin,Mainland China,2020-01-23 17:00:00,4.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,7,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
69,2020-01-23,Tibet,Mainland China,2020-01-23 17:00:00,0.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,5,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
70,2020-01-23,Washington,US,2020-01-23 17:00:00,1.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,10,1,2,1,0,0,0,0,3,3,0,0,0,1,0,0,1
71,2020-01-23,Xinjiang,Mainland China,2020-01-23 17:00:00,2.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,8,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
72,2020-01-23,Yunnan,Mainland China,2020-01-23 17:00:00,2.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,6,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
73,2020-01-23,Zhejiang,Mainland China,2020-01-23 17:00:00,27.0,0.0,0.0,False,2020,1,23,3,2020,1,23,3,8,1,14,2,0,0,0,0,3,3,0,0,0,1,0,0,1
74,2020-01-23,Unknown,Japan,2020-01-23 17:00:00,1.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,5,1,0,0,0,0,3,3,1,0,0,1,0,0,1
75,2020-01-23,Unknown,Thailand,2020-01-23 17:00:00,3.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,8,1,0,0,0,0,3,3,1,0,0,1,0,0,1
76,2020-01-23,Unknown,South Korea,2020-01-23 17:00:00,1.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,11,2,0,0,0,0,3,3,1,0,0,1,0,0,1
77,2020-01-23,Unknown,Singapore,2020-01-23 17:00:00,1.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,9,1,0,0,0,0,3,3,1,0,0,1,0,0,1
78,2020-01-23,Unknown,Philippines,2020-01-23 17:00:00,0.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,11,1,0,0,0,0,3,3,1,0,0,1,0,0,1
79,2020-01-23,Unknown,Malaysia,2020-01-23 17:00:00,0.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,8,1,0,0,0,0,3,3,1,0,0,1,0,0,1
80,2020-01-23,Unknown,Vietnam,2020-01-23 17:00:00,2.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,7,1,0,0,0,0,3,3,1,0,0,1,0,0,1
81,2020-01-23,Unknown,Australia,2020-01-23 17:00:00,0.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,9,1,0,0,0,0,3,3,1,0,0,1,0,0,1
82,2020-01-23,Unknown,Mexico,2020-01-23 17:00:00,0.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,6,1,0,0,0,0,3,3,1,0,0,1,0,0,1
83,2020-01-23,Unknown,Brazil,2020-01-23 17:00:00,0.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,6,1,0,0,0,0,3,3,1,0,0,1,0,0,1
84,2020-01-23,Unknown,Colombia,2020-01-23 17:00:00,0.0,0.0,0.0,True,2020,1,23,3,2020,1,23,3,7,1,8,1,0,0,0,0,3,3,1,0,0,1,0,0,1
85,2020-01-24,Hubei,Mainland China,2020-01-24 17:00:00,549.0,24.0,31.0,False,2020,1,24,4,2020,1,24,4,5,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
86,2020-01-24,Guangdong,Mainland China,2020-01-24 17:00:00,53.0,0.0,2.0,False,2020,1,24,4,2020,1,24,4,9,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
87,2020-01-24,Zhejiang,Mainland China,2020-01-24 17:00:00,43.0,0.0,1.0,False,2020,1,24,4,2020,1,24,4,8,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
88,2020-01-24,Beijing,Mainland China,2020-01-24 17:00:00,36.0,0.0,1.0,False,2020,1,24,4,2020,1,24,4,7,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
89,2020-01-24,Chongqing,Mainland China,2020-01-24 17:00:00,27.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,9,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
90,2020-01-24,Hunan,Mainland China,2020-01-24 17:00:00,24.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,5,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
91,2020-01-24,Guangxi,Mainland China,2020-01-24 17:00:00,23.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,7,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
92,2020-01-24,Shanghai,Mainland China,2020-01-24 17:00:00,20.0,0.0,1.0,False,2020,1,24,4,2020,1,24,4,8,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
93,2020-01-24,Jiangxi,Mainland China,2020-01-24 17:00:00,18.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,7,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
94,2020-01-24,Sichuan,Mainland China,2020-01-24 17:00:00,15.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,7,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
95,2020-01-24,Shandong,Mainland China,2020-01-24 17:00:00,15.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,8,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
96,2020-01-24,Anhui,Mainland China,2020-01-24 17:00:00,15.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,5,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
97,2020-01-24,Fujian,Mainland China,2020-01-24 17:00:00,10.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,6,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
98,2020-01-24,Henan,Mainland China,2020-01-24 17:00:00,9.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,5,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
99,2020-01-24,Jiangsu,Mainland China,2020-01-24 17:00:00,9.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,7,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
100,2020-01-24,Hainan,Mainland China,2020-01-24 17:00:00,8.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,6,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
101,2020-01-24,Tianjin,Mainland China,2020-01-24 17:00:00,8.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,7,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
102,2020-01-24,Yunnan,Mainland China,2020-01-24 17:00:00,5.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,6,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
103,2020-01-24,Shaanxi,Mainland China,2020-01-24 17:00:00,5.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,7,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
104,2020-01-24,Heilongjiang,Mainland China,2020-01-24 17:00:00,4.0,1.0,0.0,False,2020,1,24,4,2020,1,24,4,12,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
105,2020-01-24,Liaoning,Mainland China,2020-01-24 17:00:00,4.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,8,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
106,2020-01-24,Guizhou,Mainland China,2020-01-24 17:00:00,3.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,7,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
107,2020-01-24,Jilin,Mainland China,2020-01-24 17:00:00,3.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,5,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
108,2020-01-24,Taiwan,Taiwan,2020-01-24 17:00:00,3.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,6,1,6,1,0,0,0,0,3,3,0,0,0,2,0,0,2
109,2020-01-24,Ningxia,Mainland China,2020-01-24 17:00:00,2.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,7,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
110,2020-01-24,Hong Kong,Hong Kong,2020-01-24 17:00:00,2.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,9,2,9,2,0,0,0,0,3,3,0,0,0,2,0,0,2
111,2020-01-24,Macau,Macau,2020-01-24 17:00:00,2.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,5,1,5,1,0,0,0,0,3,3,0,0,0,2,0,0,2
112,2020-01-24,Hebei,Mainland China,2020-01-24 17:00:00,2.0,1.0,0.0,False,2020,1,24,4,2020,1,24,4,5,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
113,2020-01-24,Gansu,Mainland China,2020-01-24 17:00:00,2.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,5,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
114,2020-01-24,Xinjiang,Mainland China,2020-01-24 17:00:00,2.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,8,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
115,2020-01-24,Shanxi,Mainland China,2020-01-24 17:00:00,1.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,6,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
116,2020-01-24,Inner Mongolia,Mainland China,2020-01-24 17:00:00,1.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,14,2,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
117,2020-01-24,Qinghai,Mainland China,2020-01-24 17:00:00,0.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,7,1,14,2,0,0,0,0,3,3,0,0,0,2,0,0,2
118,2020-01-24,Washington,US,2020-01-24 17:00:00,1.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,10,1,2,1,0,0,0,0,3,3,0,0,0,2,0,0,2
119,2020-01-24,Chicago,US,2020-01-24 17:00:00,1.0,0.0,0.0,False,2020,1,24,4,2020,1,24,4,7,1,2,1,0,0,0,0,3,3,0,0,0,2,0,0,2
120,2020-01-24,Unknown,Japan,2020-01-24 17:00:00,2.0,0.0,0.0,True,2020,1,24,4,2020,1,24,4,7,1,5,1,0,0,0,0,3,3,1,0,0,2,0,0,2
121,2020-01-24,Unknown,Thailand,2020-01-24 17:00:00,5.0,0.0,0.0,True,2020,1,24,4,2020,1,24,4,7,1,8,1,0,0,0,0,3,3,1,0,0,2,0,0,2
122,2020-01-24,Unknown,South Korea,2020-01-24 17:00:00,2.0,0.0,0.0,True,2020,1,24,4,2020,1,24,4,7,1,11,2,0,0,0,0,3,3,1,0,0,2,0,0,2
123,2020-01-24,Unknown,Singapore,2020-01-24 17:00:00,3.0,0.0,0.0,True,2020,1,24,4,2020,1,24,4,7,1,9,1,0,0,0,0,3,3,1,0,0,2,0,0,2
124,2020-01-24,Unknown,Vietnam,2020-01-24 17:00:00,2.0,0.0,0.0,True,2020,1,24,4,2020,1,24,4,7,1,7,1,0,0,0,0,3,3,1,0,0,2,0,0,2
125,2020-01-24,Unknown,France,2020-01-24 17:00:00,2.0,0.0,0.0,True,2020,1,24,4,2020,1,24,4,7,1,6,1,0,0,0,0,3,3,1,0,0,2,0,0,2
126,2020-01-25,Hubei,Mainland China,2020-01-25 17:00:00,761.0,40.0,32.0,False,2020,1,25,5,2020,1,25,5,5,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
127,2020-01-25,Guangdong,Mainland China,2020-01-25 17:00:00,78.0,0.0,2.0,False,2020,1,25,5,2020,1,25,5,9,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
128,2020-01-25,Zhejiang,Mainland China,2020-01-25 17:00:00,62.0,0.0,1.0,False,2020,1,25,5,2020,1,25,5,8,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
129,2020-01-25,Chongqing,Mainland China,2020-01-25 17:00:00,57.0,0.0,0.0,False,2020,1,25,5,2020,1,25,5,9,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
130,2020-01-25,Hunan,Mainland China,2020-01-25 17:00:00,43.0,0.0,0.0,False,2020,1,25,5,2020,1,25,5,5,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
131,2020-01-25,Beijing,Mainland China,2020-01-25 17:00:00,41.0,0.0,2.0,False,2020,1,25,5,2020,1,25,5,7,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
132,2020-01-25,Anhui,Mainland China,2020-01-25 17:00:00,39.0,0.0,0.0,False,2020,1,25,5,2020,1,25,5,5,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
133,2020-01-25,Shanghai,Mainland China,2020-01-25 17:00:00,33.0,0.0,1.0,False,2020,1,25,5,2020,1,25,5,8,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
134,2020-01-25,Henan,Mainland China,2020-01-25 17:00:00,32.0,0.0,0.0,False,2020,1,25,5,2020,1,25,5,5,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
135,2020-01-25,Sichuan,Mainland China,2020-01-25 17:00:00,28.0,0.0,0.0,False,2020,1,25,5,2020,1,25,5,7,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
136,2020-01-25,Shandong,Mainland China,2020-01-25 17:00:00,27.0,0.0,0.0,False,2020,1,25,5,2020,1,25,5,8,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
137,2020-01-25,Guangxi,Mainland China,2020-01-25 17:00:00,23.0,0.0,0.0,False,2020,1,25,5,2020,1,25,5,7,1,14,2,0,0,0,0,3,3,0,0,0,3,0,0,3
